gene_id,SRR18885340,SRR18885341,SRR18885342,SRR18885343,SRR18885344,SRR18885345,SRR18885346,SRR18885347,SRR18885348,SRR18885349,SRR18885350,SRR18885351
ENSG00000229241.1|PNPT1P1,4,0,0,0,0,2,0,0,0,0,3,0
ENSG00000286579.1|ENSG00000286579,14,18,15,17,47,20,13,16,5,11,20,24
ENSG00000170364.13|SETMAR,649,1019,727,732,832,949,755,942,743,824,897,734
ENSG00000144455.14|SUMF1,3048,2731,2556,2767,5100,3114,2894,3638,4832,3333,3823,3569
ENSG00000231249.3|ITPR1-DT,8,12,7,0,29,4,0,2,28,6,15,3
ENSG00000150995.21|ITPR1,1855,1389,1620,1046,2182,1306,1539,1263,2526,1425,1980,1466
ENSG00000235947.1|EGOT,0,25,22,8,20,22,59,37,14,32,12,0
ENSG00000275981.1|ENSG00000275981,0,1,0,1,3,0,0,0,0,4,0,0
ENSG00000235978.8|ENSG00000235978,36,69,27,36,46,69,42,68,32,46,74,39
ENSG00000235831.8|BHLHE40-AS1,109,130,122,109,160,108,111,138,112,98,124,87
ENSG00000134107.5|BHLHE40,23839,21621,21699,21046,27089,16881,18598,20761,29038,19976,18001,22098
ENSG00000134108.14|ARL8B,9375,12814,11608,11259,10186,9533,8818,9668,13740,14025,13051,13019
ENSG00000233912.1|ENSG00000233912,13,19,4,14,14,6,6,23,14,14,15,6
ENSG00000268509.2|ENSG00000268509,23,12,9,6,12,16,9,9,26,4,4,13
ENSG00000134109.11|EDEM1,10358,10639,10840,10238,12374,9071,9331,10778,13621,9742,10495,10946
ENSG00000196277.17|GRM7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237665.1|GRM7-AS2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000288030.1|ENSG00000288030,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236202.1|GRM7-AS1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270207.2|ENSG00000270207,4,0,0,0,0,0,0,4,0,0,0,0
ENSG00000227110.7|LMCD1-AS1,63,128,93,59,109,54,52,83,168,107,105,76
ENSG00000228351.3|ENSG00000228351,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231401.2|ENSG00000231401,0,4,4,0,4,7,0,4,4,4,3,4
ENSG00000253081.1|RNU4ATAC17P,0,0,0,0,0,0,2,0,1,1,0,0
ENSG00000224884.1|ENSG00000224884,0,0,0,0,4,0,0,0,0,0,0,0
ENSG00000071282.12|LMCD1,2560,3697,3146,2582,3464,3288,3350,3052,3913,4096,4078,3017
ENSG00000125046.16|SSUH2,28,16,39,27,27,22,74,27,50,39,41,18
ENSG00000291007.1|ENSG00000291007,0,0,10,0,1,0,0,0,4,6,12,0
ENSG00000215160.4|OR7E122P,0,0,2,0,0,0,0,0,0,1,0,0
ENSG00000182533.7|CAV3,0,15,8,0,0,0,0,4,0,4,0,0
ENSG00000180914.11|OXTR,385,1177,1696,997,491,1100,1541,997,749,2251,2526,1748
ENSG00000281863.1|ENSG00000281863,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000199815.2|ENSG00000199815,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000070950.10|RAD18,3188,5081,4709,3911,3845,4077,3854,3569,2637,3462,4086,3161
ENSG00000196220.17|SRGAP3,355,249,375,217,554,262,384,415,566,405,525,444
ENSG00000224808.1|SRGAP3-AS1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287623.1|ENSG00000287623,0,0,0,0,0,0,0,3,0,0,0,0
ENSG00000228723.6|SRGAP3-AS2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227929.4|SRGAP3-AS3,0,0,0,0,0,0,4,0,0,0,0,0
ENSG00000235830.2|SRGAP3-AS4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214041.4|PGAM1P4,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000254485.5|ENSG00000254485,26,22,39,10,79,51,37,30,40,50,36,24
ENSG00000134077.16|THUMPD3,6800,8262,8246,7010,9216,7729,7690,7931,9030,7870,9356,8143
ENSG00000206573.11|THUMPD3-AS1,764,1081,1206,834,1174,989,1218,1031,881,848,1052,1015
ENSG00000168137.20|SETD5,12833,15389,13798,11958,16366,12786,12768,12964,17229,16170,14839,14215
ENSG00000156959.9|LHFPL4,36,41,101,62,137,73,107,68,90,72,116,102
ENSG00000163719.20|MTMR14,2984,3316,3274,3047,4237,3522,3172,3798,3974,3740,3514,3664
ENSG00000144550.14|CPNE9,0,7,9,0,5,0,0,16,15,21,0,22
ENSG00000287878.1|ENSG00000287878,17,32,26,32,11,45,10,23,26,22,17,28
ENSG00000156983.17|BRPF1,2832,3742,3234,3134,3476,3521,3404,3305,2728,2927,3316,2762
ENSG00000114026.22|OGG1,1105,1601,1254,1131,1605,1297,1273,1306,1308,1277,1439,1083
ENSG00000134072.11|CAMK1,1273,1699,1363,1061,1286,1193,1129,1213,1946,1777,1735,1605
ENSG00000241553.13|ARPC4,10633,12593,12378,11505,14394,12867,12339,12331,11210,12521,14243,11498
ENSG00000250151.9|ARPC4-TTLL3,0,55,9,0,23,36,23,0,24,26,18,0
ENSG00000269886.1|ENSG00000269886,0,0,0,0,2,0,0,0,2,0,0,0
ENSG00000156990.14|RPUSD3,2293,2991,2396,2308,3093,2642,2423,2357,2769,2223,2987,2310
ENSG00000171148.14|TADA3,6620,5898,5321,5626,8483,6060,5666,6320,8257,7020,7350,6839
ENSG00000214021.18|TTLL3,842,1067,1012,918,1393,1180,862,1243,2016,1915,1817,1791
ENSG00000187288.12|CIDEC,237,110,187,124,268,110,177,192,815,345,609,517
ENSG00000171135.15|JAGN1,3659,4304,4598,4016,5338,4264,4440,4111,4741,3908,4725,4130
ENSG00000163701.19|IL17RE,17,61,87,43,48,53,60,44,90,58,94,46
ENSG00000163702.21|IL17RC,2141,2270,2068,1936,2466,1838,1849,1942,1869,1535,1987,1400
ENSG00000163703.20|CRELD1,1953,1440,1661,1743,3283,1491,1758,2287,2657,1206,2154,1785
ENSG00000288550.3|ENSG00000288550,193,137,69,0,124,17,65,69,0,32,61,0
ENSG00000212327.1|RNU6-882P,3,6,2,10,3,2,1,3,3,9,2,7
ENSG00000163704.13|PRRT3,357,492,415,406,502,489,509,437,955,754,1153,713
ENSG00000230082.1|PRRT3-AS1,138,212,173,151,149,178,152,163,122,65,151,72
ENSG00000144554.13|FANCD2,4637,6381,5647,4437,6404,5597,4876,5033,4831,5570,6138,4042
ENSG00000201182.1|RNU6-670P,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000163705.13|FANCD2OS,3,0,0,0,1,0,1,0,0,0,7,0
ENSG00000269982.1|ENSG00000269982,191,177,170,205,285,229,180,276,162,242,202,232
ENSG00000125037.13|EMC3,4810,5186,5465,4852,6699,4430,4997,5281,6849,5429,7360,5769
ENSG00000291224.1|ENSG00000291224,180,280,271,214,268,373,317,310,249,294,313,230
ENSG00000180385.11|EMC3-AS1,13,38,31,9,13,35,33,17,26,21,16,15
ENSG00000232901.1|CYCSP10,22,9,14,7,17,12,13,49,2,2,8,3
ENSG00000206567.10|ENSG00000206567,261,263,274,245,288,394,305,296,200,287,425,289
ENSG00000291078.1|ENSG00000291078,298,480,571,321,398,419,436,538,463,317,429,351
ENSG00000186162.13|CIDECP1,151,34,24,136,153,82,95,20,18,87,113,77
ENSG00000229217.1|CYCSP11,1,5,2,0,0,0,0,0,3,0,0,2
ENSG00000254999.4|BRK1,9632,11304,9435,9426,13052,10936,9997,10478,12601,11044,12314,11037
ENSG00000287086.1|ENSG00000287086,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000134086.9|VHL,7470,9355,8932,9058,11465,9761,8835,9385,9768,9783,10407,9932
ENSG00000134070.5|IRAK2,1040,4231,4611,4383,1480,3360,3674,3600,4063,10279,6985,10188
ENSG00000157017.16|GHRL,5,7,3,8,10,0,0,10,5,12,19,0
ENSG00000157014.11|TATDN2,6599,9551,9473,8011,7929,8260,8203,7649,6826,7967,8303,7359
ENSG00000289763.1|ENSG00000289763,1,1,1,2,1,1,1,2,1,1,2,1
ENSG00000272410.5|ENSG00000272410,104,72,114,88,160,99,118,117,116,129,119,126
ENSG00000231177.4|LINC00852,8,39,0,21,31,26,31,21,28,9,25,33
ENSG00000240288.8|GHRLOS,53,65,53,59,64,99,62,65,39,37,47,47
ENSG00000276678.1|ENSG00000276678,1,1,1,1,1,1,0,0,1,0,1,1
ENSG00000157020.18|SEC13,10303,11385,11704,11652,13963,10837,11263,11532,12237,9776,11924,10430
ENSG00000157087.20|ATP2B2,3,0,0,6,4,0,0,8,40,0,39,22
ENSG00000264534.3|MIR378B,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000216135.3|MIR885,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236999.1|ATP2B2-IT1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224771.2|ATP2B2-IT2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000288969.1|ENSG00000288969,0,3,0,0,5,0,3,0,4,8,0,0
ENSG00000213964.3|CHCHD4P4,0,0,0,2,0,0,3,3,0,0,1,0
ENSG00000196639.7|HRH1,1157,2012,1761,1674,1416,1430,1509,1584,2203,2905,2518,2739
ENSG00000285906.2|ENSG00000285906,245,187,264,225,207,174,249,167,248,269,339,252
ENSG00000226621.1|ENSG00000226621,0,0,0,0,1,0,0,0,0,0,1,0
ENSG00000235240.1|ENSG00000235240,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000270531.1|ENSG00000270531,0,2,1,1,0,0,3,0,0,0,0,2
ENSG00000144560.16|VGLL4,5034,4380,4155,4192,7323,4532,4298,5168,5416,3891,4227,3788
ENSG00000271716.1|ENSG00000271716,0,0,0,0,0,0,0,3,0,0,0,0
ENSG00000272483.1|ENSG00000272483,0,0,0,4,8,0,0,0,3,0,0,2
ENSG00000197548.13|ATG7,3030,3560,4373,3073,3376,2676,3249,2954,3206,3543,4445,3587
ENSG00000144559.11|TAMM41,554,625,691,566,820,749,667,667,477,451,593,436
ENSG00000230342.2|FANCD2P2,0,6,4,11,2,3,5,3,3,8,9,7
ENSG00000224263.1|CYCSP12,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000157152.17|SYN2,45,47,57,42,68,62,65,63,53,95,67,60
ENSG00000226642.1|ACTG1P12,0,0,0,0,0,0,0,0,1,2,1,0
ENSG00000233026.1|MTCO1P5,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000157150.5|TIMP4,877,1294,1369,1342,1119,1147,1108,1302,1766,1703,2187,1934
ENSG00000288952.2|ENSG00000288952,2,0,0,0,0,0,0,0,0,0,10,0
ENSG00000132170.24|PPARG,3909,5322,4972,4332,4756,3822,4282,4542,5275,4662,5819,4826
ENSG00000225026.1|ENSG00000225026,2,6,2,4,4,0,0,0,3,0,0,0
ENSG00000154743.19|TSEN2,1656,1982,2033,1553,2175,1900,1823,1780,1655,1588,2164,1666
ENSG00000200114.1|RNA5SP123,2,4,3,3,3,1,1,0,3,1,10,0
ENSG00000251774.1|RNU6-377P,3,3,0,0,1,1,0,1,2,0,4,0
ENSG00000225526.6|MKRN2OS,9,18,19,13,33,14,14,20,13,13,32,14
ENSG00000075975.17|MKRN2,3404,3711,3001,2717,2427,2026,2412,2235,2966,3169,3024,3065
ENSG00000132155.14|RAF1,8461,12039,11270,9927,12036,10883,10171,10722,9867,10535,11379,9277
ENSG00000274514.1|Metazoa_SRP,4,1,2,4,0,2,0,0,3,0,10,5
ENSG00000088726.16|TMEM40,14,9,5,7,7,19,24,15,8,0,30,0
ENSG00000213943.3|KRT18P17,34,20,27,23,33,22,41,30,42,15,56,19
ENSG00000144712.13|CAND2,223,258,199,181,272,184,184,172,242,186,252,248
ENSG00000289809.2|ENSG00000289809,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000144713.13|RPL32,27968,36083,32041,29221,35702,32402,30620,29512,29296,27296,32604,24911
ENSG00000207496.1|SNORA7A,0,0,0,1,0,1,0,0,1,0,1,0
ENSG00000250939.2|ENSG00000250939,0,0,2,0,0,2,0,0,0,0,0,0
ENSG00000272263.1|ENSG00000272263,12,9,11,7,39,42,32,16,3,17,9,6
ENSG00000231362.1|ENSG00000231362,0,0,1,0,1,0,0,0,0,0,0,0
ENSG00000144711.17|IQSEC1,4744,6206,3984,3669,4234,4297,3593,4045,2809,2845,5285,2755
ENSG00000132182.13|NUP210,29548,29228,23749,22050,39582,26056,23876,26965,27195,21967,25542,19453
ENSG00000244502.2|HDAC11-AS1,0,0,0,0,0,0,0,0,20,7,0,0
ENSG00000163517.15|HDAC11,1424,1167,975,1008,1891,1149,1070,1082,1498,883,1279,1038
ENSG00000163520.14|FBLN2,89,143,89,95,62,125,73,132,111,97,104,137
ENSG00000224514.3|LINC00620,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233121.1|VN1R20P,3,4,0,0,3,0,2,0,8,4,0,7
ENSG00000275340.2|FGD5P1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000180438.15|TPRXL,0,0,0,0,0,0,4,0,0,0,0,0
ENSG00000287059.1|ENSG00000287059,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000290338.1|FGD5P1,4,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268279.4|ENSG00000268279,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000290044.1|ENSG00000290044,0,0,3,0,3,4,0,0,0,2,0,0
ENSG00000228242.6|XPC-AS1,49,60,37,13,22,35,14,28,35,17,47,40
ENSG00000163528.13|CHCHD4,2511,3103,3182,2734,3524,2815,2939,2579,2747,1900,2723,2375
ENSG00000170876.8|TMEM43,8415,11067,10272,10059,11122,10648,9149,10891,11653,11222,11186,11259
ENSG00000154767.15|XPC,5961,6713,6689,5919,7868,6479,6575,6322,7550,5701,7921,5968
ENSG00000170860.4|LSM3,4981,5975,5528,5073,6095,5418,4942,5241,5519,5167,6216,4741
ENSG00000144596.13|GRIP2,297,232,244,197,383,133,216,181,612,245,393,275
ENSG00000207163.1|RNU6-905P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283392.1|ENSG00000283392,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131389.18|SLC6A6,25471,31479,23725,24265,34651,26292,22471,28113,27759,23546,19677,22645
ENSG00000234123.1|RHBDF1P1,8,17,6,4,21,4,7,5,9,15,4,5
ENSG00000131379.10|C3orf20,8,8,27,9,15,4,9,6,11,7,15,21
ENSG00000230172.1|ENSG00000230172,0,0,0,0,0,0,0,0,0,0,0,4
ENSG00000154781.17|CCDC174,1272,1679,1653,1589,2014,1681,1622,1723,1724,1773,1799,1647
ENSG00000285969.1|ENSG00000285969,3,0,0,4,6,0,0,0,4,6,0,0
ENSG00000260902.1|LINC02011,0,0,0,0,0,0,0,0,3,0,0,4
ENSG00000177463.16|NR2C2,4395,6026,4739,4246,5505,4672,4098,5421,6421,5636,4789,5346
ENSG00000154783.12|FGD5,102,14,11,43,164,13,23,31,234,32,48,108
ENSG00000225733.8|FGD5-AS1,16650,16992,17864,16623,22319,16868,17135,18778,17513,15411,19162,15367
ENSG00000131368.9|MRPS25,5671,7994,6646,6064,7686,7618,6945,6621,5308,6832,7306,5648
ENSG00000289750.1|ENSG00000289750,36,35,21,40,34,27,33,24,14,21,24,35
ENSG00000131381.12|RBSN,4115,5105,4120,4159,5254,4435,4060,4054,3863,3552,3823,3415
ENSG00000290932.1|ENSG00000290932,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000291281.1|COL6A4P1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230524.9|COL6A4P1,31,7,15,24,47,24,10,16,57,11,23,15
ENSG00000131370.16|SH3BP5,1458,1616,1802,1507,2118,1720,1631,1690,1413,880,1578,1270
ENSG00000201162.1|RNU6-454P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131375.10|CAPN7,4035,5582,5600,4410,6094,5178,5199,5312,5317,4827,5302,4535
ENSG00000224660.2|SH3BP5-AS1,1308,1668,1676,1469,1780,1436,1750,1691,1493,1196,1758,1216
ENSG00000206562.12|METTL6,2051,2513,2626,2392,2523,2361,2185,2395,2054,2076,2567,2008
ENSG00000206926.1|RNU6-1024P,0,2,3,1,0,0,2,0,0,4,0,3
ENSG00000249786.7|EAF1-AS1,6,4,6,18,17,11,9,9,7,0,6,9
ENSG00000144597.14|EAF1,3679,3844,4416,3723,4983,3693,3720,4407,5355,4056,4898,4821
ENSG00000206561.14|COLQ,72,88,73,47,46,45,34,33,103,66,107,79
ENSG00000263573.1|MIR4270,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000288077.1|ENSG00000288077,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241064.3|RN7SL110P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131373.15|HACL1,2257,2788,2825,2561,2936,2549,2317,2518,3015,2555,2939,2362
ENSG00000169814.17|BTD,2233,2752,2239,2204,2699,2000,2201,2451,3058,2839,2896,2570
ENSG00000279465.1|ENSG00000279465,0,0,3,0,0,0,4,0,0,0,4,0
ENSG00000270409.2|ENSG00000270409,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000290787.1|ENSG00000290787,0,4,0,0,0,8,0,0,0,0,0,0
ENSG00000206560.12|ANKRD28,6771,11561,10574,8816,8490,9783,8831,8968,9088,10696,10577,10225
ENSG00000264354.1|MIR3134,2,0,0,0,0,0,0,0,1,0,4,0
ENSG00000263740.2|RN7SL4P,1435,984,1166,1481,2612,1648,1037,987,1372,1123,1645,1332
ENSG00000287042.3|ENSG00000287042,6,9,1,7,7,5,3,3,7,5,13,2
ENSG00000207815.1|MIR563,0,0,0,0,0,0,0,0,2,0,1,0
ENSG00000224728.1|IMPDH1P8,15,18,4,13,3,0,8,15,8,8,17,12
ENSG00000286689.1|ENSG00000286689,1,3,0,4,5,12,7,6,2,2,2,0
ENSG00000131386.20|GALNT15,0,4,0,0,0,21,7,5,11,5,4,11
ENSG00000154813.10|DPH3,2547,3877,3635,2965,4106,3906,4093,3617,3332,3504,3860,3268
ENSG00000154814.14|OXNAD1,1230,1454,1498,1277,2014,1397,1504,1362,1669,1267,1517,1425
ENSG00000270739.1|ENSG00000270739,0,0,0,0,0,0,0,0,0,0,0,3
ENSG00000288050.1|ENSG00000288050,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271964.1|ENSG00000271964,16,4,14,15,14,8,6,6,6,12,12,0
ENSG00000131378.14|RFTN1,457,937,497,634,574,814,449,565,825,1609,1021,1061
ENSG00000272498.1|ENSG00000272498,5,12,17,2,7,10,10,21,13,7,9,4
ENSG00000272529.1|ENSG00000272529,13,4,4,6,3,3,3,13,0,4,14,1
ENSG00000287377.1|ENSG00000287377,2,5,6,0,2,0,0,0,0,2,4,4
ENSG00000154822.18|PLCL2,626,863,887,750,940,729,717,853,735,837,1072,769
ENSG00000283885.1|MIR3714,0,0,0,0,0,0,0,0,1,0,1,0
ENSG00000226441.2|PLCL2-AS1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131374.15|TBC1D5,10125,10404,9238,8543,12364,9427,9193,10230,11849,9446,10440,9069
ENSG00000231780.1|ENSG00000231780,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227309.1|ENSG00000227309,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271841.1|RNU7-10P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285731.1|ENSG00000285731,9,0,0,0,0,0,0,0,4,0,0,5
ENSG00000233133.1|ENSG00000233133,2,6,4,1,3,3,3,0,4,4,2,4
ENSG00000182568.18|SATB1,39,4,22,23,48,37,14,42,104,17,42,25
ENSG00000272477.1|ENSG00000272477,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228956.9|SATB1-AS1,0,0,0,0,0,0,0,0,5,0,0,0
ENSG00000236570.1|RAD23BP1,2,2,2,4,0,0,3,0,0,0,1,0
ENSG00000163576.18|EFHB,149,134,57,97,148,80,65,71,202,118,121,119
ENSG00000144566.11|RAB5A,6544,6968,7404,6948,8007,6219,6332,6956,8496,6940,8067,7680
ENSG00000232953.1|HSPA8P18,8,0,0,0,0,0,0,0,0,0,0,0
ENSG00000289138.1|ENSG00000289138,92,115,125,149,139,113,100,107,64,121,88,115
ENSG00000183977.14|PP2D1,18,45,37,42,59,24,20,12,11,22,31,9
ENSG00000201545.1|RNU4-85P,4,1,0,3,0,0,0,0,0,0,2,0
ENSG00000230697.1|SAP18P3,5,5,0,0,1,0,0,3,4,3,4,8
ENSG00000229468.1|RPL39P18,3,2,0,0,0,8,4,0,0,0,2,9
ENSG00000114166.8|KAT2B,3272,3036,2897,2662,3814,2136,2611,2837,4235,3503,3472,3270
ENSG00000266745.1|MIR3135A,2,0,1,0,1,0,0,0,0,0,0,0
ENSG00000129810.15|SGO1,2135,2863,2830,2255,2595,2138,2143,2070,1641,1725,2006,1598
ENSG00000231304.2|SGO1-AS1,9,0,5,14,18,19,21,27,20,8,14,18
ENSG00000199577.1|RNU6-822P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261734.1|ENSG00000261734,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206807.1|RNU6-815P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000282987.1|ENSG00000282987,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151789.13|ZNF385D,4,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225542.2|ZNF385D-AS1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223351.5|ZNF385D-AS2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132967.10|HMGB1P5,3019,4566,3594,3530,3505,3604,3130,3113,2819,3246,3907,2650
ENSG00000206728.1|Y_RNA,0,5,0,2,0,2,0,3,0,1,0,0
ENSG00000228171.1|ENSG00000228171,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000182247.10|UBE2E2,1688,1969,1862,1755,2338,1831,1824,1939,942,798,1321,1007
ENSG00000231395.1|ARL4AP4,0,4,2,0,6,4,0,1,8,8,5,0
ENSG00000197885.11|NKIRAS1,2809,4241,3989,3289,3642,4431,3359,3742,3743,4009,4704,4245
ENSG00000223791.1|UBE2E1-AS1,3,15,9,0,0,11,13,0,0,0,0,2
ENSG00000170142.12|UBE2E1,6499,8220,7622,6922,8491,6762,7338,7202,6825,7019,8242,6839
ENSG00000174748.22|RPL15,76309,93582,82067,78404,94930,81723,76346,80359,85358,76472,86818,75382
ENSG00000174738.13|NR1D2,2621,5082,4270,4382,3282,4646,3808,4583,3734,4652,3666,4836
ENSG00000151090.20|THRB,865,481,472,468,1140,571,426,556,828,483,416,544
ENSG00000289130.2|ENSG00000289130,4,0,12,0,0,0,0,0,0,0,4,0
ENSG00000229756.1|RPL31P20,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224822.1|THRB-IT1,0,0,0,0,3,4,3,0,0,0,3,0
ENSG00000228791.8|THRB-AS1,7,6,6,12,22,0,7,6,3,14,9,5
ENSG00000272554.3|ENSG00000272554,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265028.1|ENSG00000265028,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000077092.20|RARB,897,1386,862,1070,834,839,749,767,1289,1915,1434,1586
ENSG00000244404.3|RN7SL216P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201713.1|RNA5SP125,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213877.3|CFL1P7,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000201962.1|RNA5SP126,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229421.1|H3P10,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000272166.1|ENSG00000272166,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000077097.17|TOP2B,27878,34108,28267,25115,36665,31301,27874,28863,34924,30487,31877,28549
ENSG00000275227.1|ENSG00000275227,0,6,1,0,4,0,3,3,5,4,0,6
ENSG00000283971.1|MIR4442,6,7,6,6,14,7,8,3,12,7,10,9
ENSG00000151092.18|NGLY1,3223,3560,4093,3573,3781,2874,3100,3082,3811,2869,3844,2995
ENSG00000213872.3|RPL32P11,0,8,2,4,0,5,0,7,0,3,2,2
ENSG00000213871.3|TAF9BP1,0,3,4,3,0,0,5,2,3,0,5,0
ENSG00000151093.8|OXSM,1221,1320,1313,1194,1635,1253,1352,1410,1894,1394,1346,1408
ENSG00000163491.17|NEK10,129,226,138,162,365,362,260,316,293,254,222,232
ENSG00000224237.1|MICOS10P3,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000207251.1|RNU6-342P,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000033867.17|SLC4A7,14911,15144,15728,11870,11741,7089,8943,8443,16716,13233,15169,12167
ENSG00000227523.1|RPS20P15,0,0,0,0,0,5,4,0,0,0,0,0
ENSG00000287348.1|ENSG00000287348,3,0,3,2,0,0,0,6,0,3,4,0
ENSG00000230807.1|ENSG00000230807,3,0,0,2,0,0,0,0,2,0,2,3
ENSG00000271943.4|ENSG00000271943,739,1021,908,808,1136,1114,1040,963,735,801,872,721
ENSG00000272282.1|LINC02084,48,30,42,20,51,63,62,25,27,20,46,13
ENSG00000163508.13|EOMES,130,166,178,95,230,140,249,98,160,129,189,97
ENSG00000163512.14|AZI2,2717,3128,3290,2818,2879,2146,2467,2507,3253,3077,3470,3024
ENSG00000234048.1|CIAO2AP1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230480.1|ENSG00000230480,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235904.3|RBMS3-AS3,15,26,22,35,32,46,26,45,30,51,26,39
ENSG00000215004.3|MESTP4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000144642.22|RBMS3,466,546,315,338,487,488,288,444,510,466,439,326
ENSG00000226216.1|RPS12P5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203506.5|RBMS3-AS2,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000227795.1|MTND4LP9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235593.1|RBMS3-AS1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187118.14|CMC1,3445,3067,3505,3317,4319,3287,3204,3442,4349,3390,4102,3553
ENSG00000206559.8|ZCWPW2,52,14,39,47,63,13,17,23,81,50,51,46
ENSG00000283563.1|ENSG00000283563,9,16,6,0,0,0,0,14,0,7,0,27
ENSG00000287774.3|ENSG00000287774,0,0,4,11,4,3,0,11,12,7,0,25
ENSG00000199927.2|ENSG00000199927,1,0,0,3,0,1,0,2,0,0,0,0
ENSG00000281710.1|U3,1,0,0,3,0,1,0,2,0,0,0,0
ENSG00000163513.19|TGFBR2,42158,62355,43142,48720,50446,45211,35939,51066,62703,62589,59298,62725
ENSG00000224618.1|ENSG00000224618,6,0,0,0,0,3,0,0,0,5,5,0
ENSG00000261468.1|ENSG00000261468,230,268,241,293,282,335,203,349,184,180,196,262
ENSG00000144644.15|GADL1,4,0,0,0,0,0,0,0,0,0,9,0
ENSG00000288926.2|ENSG00000288926,84,97,73,71,121,113,52,66,96,76,70,118
ENSG00000163527.10|STT3B,38678,34106,37022,34949,48764,28453,32270,37987,36543,24114,32097,28582
ENSG00000232490.6|OSBPL10-AS1,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000144645.16|OSBPL10,3030,2756,3485,2852,3869,2747,3264,3298,4326,2603,3482,2831
ENSG00000223965.2|ZNF587P1,0,0,0,0,0,0,0,5,0,6,0,0
ENSG00000197385.6|ZNF860,236,166,287,155,307,181,232,220,142,94,110,88
ENSG00000235670.1|RPL21P40,2,0,0,0,0,0,1,0,0,0,0,0
